Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Position,Salary,Team,Age,OBP,SLG,OPS
이재원,472.0,411.0,64.0,49.0,119.0,15.0,0.0,15.0,1.0,5.0,2.0,7.0,43.0,3.0,9.0,76.0,15.0,8.0,82.0,20.333333334,108.0,27.0,포,28000,SK,28,0.3638297872340426,0.43552311435523117,0.7993529015892737
이명기,326.0,287.0,22.0,29.0,78.0,7.0,4.0,1.0,14.0,8.0,10.0,2.0,23.0,0.0,4.0,37.0,3.0,4.0,75.0,14.25,78.0,19.0,외,18000,SK,29,0.3322784810126582,0.3344947735191638,0.666773254531822
김재현,193.0,168.0,18.0,27.0,54.0,5.0,5.0,1.0,13.0,7.0,8.0,1.0,11.0,0.0,5.0,41.0,1.0,1.0,51.0,12.833333333,53.0,16.0,외,4000,SK,29,0.3783783783783784,0.42857142857142855,0.8069498069498069
박용근,86.0,74.0,6.0,5.0,17.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,14.0,1.0,1.0,20.0,2.0,20.0,3.0,내,4000,KT,32,0.32558139534883723,0.35135135135135137,0.6769327467001887
허도환,93.0,78.0,12.0,9.0,17.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,5.0,21.0,2.0,1.0,21.0,5.5,36.0,8.0,포,7500,HH,32,0.3146067415730337,0.32051282051282054,0.6351195620858543
오재원,484.0,416.0,58.0,68.0,113.0,18.0,1.0,5.0,13.0,10.0,3.0,6.0,54.0,1.0,5.0,82.0,10.0,16.0,87.0,26.583333333,115.0,38.0,내,55000,OB,31,0.3575883575883576,0.3557692307692308,0.7133575883575884
김종호,137.0,122.0,7.0,26.0,36.0,2.0,0.0,0.0,13.0,6.0,1.0,0.0,14.0,0.0,0.0,30.0,3.0,1.0,46.0,6.0,28.0,8.0,외,17500,NC,32,0.36764705882352944,0.3114754098360656,0.679122468659595
김동명,41.0,37.0,5.0,3.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,14.0,2.0,1.0,3.0,2.0,10.0,2.0,포,4000,KT,28,0.21951219512195122,0.3783783783783784,0.5978905735003296
채태인,417.0,370.0,72.0,29.0,106.0,14.0,3.0,7.0,0.0,1.0,0.0,9.0,36.0,1.0,2.0,92.0,13.0,3.0,78.0,27.416666664999997,123.0,43.0,내,30000,WO,34,0.34532374100719426,0.3972972972972973,0.7426210383044916
임익준,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,내,3500,HH,28,0.0,0.0,0.0
손아섭,672.0,575.0,81.0,118.0,186.0,33.0,1.0,16.0,42.0,4.0,0.0,2.0,92.0,1.0,3.0,104.0,4.0,3.0,146.0,29.583333333,136.0,45.0,외,60000,LT,28,0.4181547619047619,0.4678260869565217,0.8859808488612837
김민성,579.0,510.0,90.0,76.0,156.0,39.0,5.0,17.0,6.0,3.0,1.0,12.0,53.0,3.0,3.0,89.0,15.0,7.0,109.0,28.916666666,151.0,45.0,내,22000,WO,28,0.36678200692041524,0.5019607843137255,0.8687427912341408
김연훈,181.0,166.0,18.0,13.0,36.0,10.0,0.0,1.0,2.0,0.0,5.0,3.0,7.0,1.0,0.0,46.0,5.0,8.0,37.0,10.5,45.0,13.0,내,4700,KT,32,0.24431818181818182,0.29518072289156627,0.539498904709748
이호신,43.0,39.0,2.0,1.0,6.0,2.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,10.0,1.0,0.0,13.0,1.0,7.0,1.0,외,3600,HT,32,0.19047619047619047,0.20512820512820512,0.3956043956043956
김주현,33.0,29.0,1.0,4.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,12.0,0.0,0.0,8.0,0.5,10.0,1.0,외,3300,LT,28,0.28125,0.3448275862068966,0.6260775862068966
박윤,12.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,1.0,내,4000,WO,28,0.16666666666666666,0.09090909090909091,0.25757575757575757
김기현,17.0,16.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,3.0,0.0,외,3000,SK,29,0.23529411764705882,0.25,0.4852941176470588
김태군,395.0,340.0,30.0,37.0,79.0,15.0,0.0,1.0,0.0,0.0,20.0,4.0,22.0,0.0,9.0,44.0,14.0,0.0,62.0,14.749999999,102.0,21.0,포,21000,NC,27,0.29333333333333333,0.2852941176470588,0.5786274509803921
이형종,147.0,124.0,14.0,14.0,35.0,4.0,2.0,1.0,1.0,0.0,5.0,1.0,15.0,0.0,2.0,20.0,3.0,0.0,28.0,5.5,22.0,7.0,외,2700,LG,27,0.36619718309859156,0.3709677419354839,0.7371649250340755
서건창,646.0,560.0,63.0,111.0,182.0,30.0,7.0,7.0,26.0,13.0,3.0,4.0,69.0,2.0,10.0,58.0,6.0,15.0,113.0,25.833333333,118.0,36.0,내,26000,WO,27,0.4059097978227061,0.44107142857142856,0.8469812263941346
김용의,347.0,308.0,20.0,62.0,98.0,18.0,4.0,1.0,19.0,7.0,4.0,0.0,35.0,0.0,0.0,64.0,6.0,0.0,68.0,13.166666667,62.0,18.0,외,6000,LG,31,0.3877551020408163,0.41233766233766234,0.8000927643784786
김재환,568.0,492.0,124.0,107.0,160.0,32.0,3.0,37.0,8.0,2.0,0.0,5.0,71.0,3.0,0.0,107.0,9.0,5.0,96.0,33.583333333,147.0,46.0,내,5000,OB,28,0.40669014084507044,0.6280487804878049,1.0347389213328753
최재훈,22.0,18.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,1.5,6.0,2.0,포,6800,OB,27,0.2727272727272727,0.2222222222222222,0.4949494949494949
전민수,240.0,213.0,29.0,31.0,65.0,14.0,1.0,3.0,5.0,2.0,4.0,0.0,19.0,0.0,4.0,46.0,4.0,0.0,52.0,15.5,47.0,17.0,외,2700,KT,27,0.3728813559322034,0.4225352112676056,0.795416567199809
우동균,82.0,68.0,10.0,14.0,15.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,12.0,0.0,0.0,10.0,0.0,2.0,12.0,3.5,14.0,4.0,외,5500,SS,27,0.3333333333333333,0.3235294117647059,0.6568627450980392
이영욱,52.0,49.0,4.0,16.0,8.0,1.0,0.0,1.0,6.0,3.0,0.0,0.0,2.0,0.0,1.0,21.0,1.0,1.0,32.0,2.0,14.0,2.0,외,5500,SS,31,0.21153846153846154,0.24489795918367346,0.456436420722135
전준우,113.0,99.0,10.0,16.0,25.0,7.0,0.0,2.0,3.0,3.0,1.0,0.0,7.0,0.0,6.0,25.0,4.0,0.0,12.0,5.333333333000001,27.0,7.0,외,20500,LT,30,0.3392857142857143,0.3838383838383838,0.7231240981240981
하준호,217.0,187.0,15.0,26.0,41.0,5.0,0.0,3.0,12.0,4.0,4.0,1.0,20.0,0.0,5.0,63.0,3.0,4.0,40.0,7.166666666,48.0,10.0,외,6000,KT,27,0.30985915492957744,0.29411764705882354,0.603976801988401
김대우,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,외,3800,LT,32,0.5,0.0,0.5
황진수,10.0,10.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,내,2800,LT,27,0.0,0.0,0.0
김선빈,27.0,25.0,0.0,3.0,9.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,1.0,7.0,0.0,7.0,0.0,내,8000,HT,27,0.38461538461538464,0.52,0.9046153846153846
나지완,486.0,380.0,90.0,84.0,117.0,21.0,2.0,25.0,6.0,3.0,0.0,4.0,85.0,1.0,17.0,90.0,8.0,1.0,101.0,21.916666666000005,112.0,34.0,외,20000,HT,31,0.4506172839506173,0.5710526315789474,1.0216699155295648
백용환,199.0,174.0,15.0,12.0,34.0,7.0,0.0,4.0,2.0,1.0,3.0,2.0,19.0,1.0,1.0,52.0,6.0,6.0,32.0,4.0,41.0,6.0,포,6000,HT,27,0.2755102040816326,0.3045977011494253,0.5801079052310579
정현석,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,외,9500,HH,32,0.0,0.0,0.0
김사연,63.0,56.0,4.0,6.0,14.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,0.0,10.0,3.0,0.0,13.0,1.833333333,13.0,4.0,외,4500,KT,28,0.3333333333333333,0.26785714285714285,0.6011904761904762
오선진,53.0,43.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,2.0,8.0,0.0,0.0,12.0,1.0,10.0,1.0,내,8000,HH,27,0.28,0.16279069767441862,0.44279069767441864
김다원,47.0,43.0,6.0,3.0,13.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,15.0,1.0,0.0,11.0,4.5,17.0,5.0,외,7000,HT,31,0.3617021276595745,0.4186046511627907,0.7803067788223652
모창민,147.0,133.0,20.0,16.0,44.0,8.0,0.0,5.0,3.0,2.0,1.0,3.0,9.0,0.0,1.0,24.0,7.0,3.0,36.0,8.666666666000001,38.0,11.0,내,12500,NC,31,0.3698630136986301,0.5037593984962406,0.8736224121948708
오현근,17.0,15.0,2.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,1.0,5.0,1.0,3.0,1.0,외,3000,LT,31,0.29411764705882354,0.2,0.49411764705882355
윤요섭,149.0,126.0,16.0,14.0,30.0,6.0,0.0,6.0,1.0,1.0,0.0,0.0,20.0,1.0,3.0,24.0,7.0,3.0,30.0,7.5,39.0,8.0,포,6500,KT,34,0.35570469798657717,0.42857142857142855,0.7842761265580057
오지환,472.0,393.0,78.0,73.0,110.0,14.0,5.0,20.0,17.0,9.0,2.0,5.0,65.0,0.0,7.0,97.0,7.0,17.0,96.0,22.999999999,124.0,33.0,내,25000,LG,26,0.3872340425531915,0.49363867684478374,0.8808727193979753
문선재,127.0,111.0,16.0,28.0,32.0,3.0,2.0,7.0,5.0,0.0,5.0,1.0,10.0,0.0,0.0,29.0,1.0,0.0,19.0,6.5,31.0,7.0,외,6500,LG,26,0.3442622950819672,0.5405405405405406,0.8848028356225077
강지광,80.0,66.0,7.0,10.0,13.0,2.0,0.0,1.0,1.0,3.0,1.0,1.0,11.0,0.0,1.0,24.0,1.0,1.0,18.0,3.0,20.0,3.0,외,2700,WO,26,0.31645569620253167,0.2727272727272727,0.5891829689298044
정주현,257.0,225.0,22.0,30.0,50.0,12.0,1.0,1.0,5.0,5.0,2.0,2.0,28.0,0.0,0.0,66.0,1.0,7.0,51.0,7.333333333,50.0,8.0,내,5000,LG,26,0.3058823529411765,0.29777777777777775,0.6036601307189542
채은성,451.0,403.0,81.0,64.0,126.0,20.0,3.0,9.0,7.0,3.0,2.0,8.0,31.0,0.0,7.0,75.0,9.0,4.0,92.0,28.5,133.0,46.0,외,5500,LG,26,0.36525612472160357,0.4441687344913151,0.8094248592129187
윤진호,23.0,21.0,0.0,3.0,4.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,1.0,2.0,6.0,0.0,5.0,0.0,내,3300,LG,30,0.19047619047619047,0.19047619047619047,0.38095238095238093
박건우,540.0,484.0,83.0,95.0,162.0,36.0,4.0,20.0,17.0,6.0,4.0,5.0,38.0,0.0,9.0,86.0,9.0,3.0,84.0,27.666666667,121.0,40.0,외,7000,OB,26,0.38992537313432835,0.5495867768595041,0.9395121499938324
정수빈,305.0,269.0,20.0,49.0,65.0,7.0,2.0,2.0,12.0,4.0,4.0,1.0,25.0,0.0,6.0,48.0,7.0,2.0,65.0,13.166666666,70.0,17.0,외,28000,OB,26,0.31893687707641194,0.3048327137546468,0.6237695908310588
허경민,609.0,538.0,81.0,96.0,154.0,24.0,4.0,7.0,6.0,6.0,6.0,2.0,49.0,1.0,14.0,58.0,14.0,8.0,115.0,35.833333333,156.0,50.0,내,20000,OB,26,0.3598673300165838,0.3847583643122677,0.7446256943288514
국해성,174.0,151.0,24.0,28.0,42.0,11.0,0.0,4.0,1.0,1.0,0.0,1.0,21.0,0.0,1.0,36.0,1.0,1.0,25.0,12.25,37.0,14.0,외,3000,OB,27,0.367816091954023,0.4304635761589404,0.7982796681129634
김지수,106.0,91.0,9.0,16.0,26.0,5.0,0.0,3.0,2.0,2.0,4.0,1.0,10.0,0.0,0.0,16.0,3.0,0.0,29.0,3.333333333,25.0,4.0,내,5500,WO,30,0.35294117647058826,0.43956043956043955,0.7925016160310279
장영석,33.0,26.0,3.0,6.0,5.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,10.0,1.0,3.0,4.0,2.0,11.0,2.0,내,3300,WO,26,0.36363636363636365,0.2692307692307692,0.6328671328671329
박헌도,82.0,69.0,11.0,9.0,18.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,10.0,0.0,3.0,25.0,1.0,0.0,13.0,4.0,23.0,6.0,외,8000,LT,29,0.3780487804878049,0.4927536231884058,0.8708024036762108
김종민,217.0,180.0,20.0,17.0,44.0,3.0,0.0,0.0,0.0,0.0,10.0,3.0,21.0,0.0,3.0,32.0,3.0,6.0,38.0,10.833333334,52.0,18.0,포,3800,KT,30,0.3285024154589372,0.2611111111111111,0.5896135265700484
박동원,454.0,411.0,70.0,44.0,102.0,25.0,1.0,14.0,3.0,1.0,6.0,3.0,27.0,0.0,7.0,93.0,18.0,7.0,71.0,24.333333333,132.0,33.0,포,14000,WO,26,0.30357142857142855,0.41605839416058393,0.7196298227320125
김상수,401.0,358.0,38.0,56.0,97.0,13.0,0.0,3.0,6.0,4.0,8.0,4.0,23.0,0.0,8.0,39.0,9.0,15.0,77.0,18.416666666,110.0,26.0,내,31000,SS,26,0.3256997455470738,0.3324022346368715,0.6581019801839454
오정복,344.0,306.0,36.0,45.0,93.0,11.0,2.0,5.0,1.0,0.0,6.0,4.0,28.0,1.0,0.0,32.0,5.0,3.0,58.0,18.5,80.0,25.0,외,8000,KT,30,0.35798816568047337,0.4019607843137255,0.7599489499941989
이지영,419.0,390.0,50.0,36.0,116.0,12.0,0.0,7.0,3.0,2.0,8.0,2.0,12.0,0.0,7.0,32.0,13.0,10.0,88.0,26.533333332,123.0,42.0,포,21000,SS,30,0.3284671532846715,0.382051282051282,0.7105184353359535
배영섭,381.0,323.0,22.0,53.0,86.0,17.0,0.0,4.0,5.0,8.0,1.0,1.0,51.0,0.0,5.0,42.0,10.0,0.0,88.0,8.916666666000001,74.0,14.0,외,16000,SS,30,0.3736842105263158,0.3560371517027864,0.7297213622291021
안치홍,43.0,36.0,1.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,0.0,8.0,2.0,0.0,7.0,0.0,7.0,0.0,내,22000,HT,26,0.30952380952380953,0.2777777777777778,0.5873015873015873
김회성,58.0,45.0,8.0,12.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,17.0,1.0,1.0,5.0,1.5,11.0,2.0,내,5500,HH,31,0.3448275862068966,0.26666666666666666,0.6114942528735632
이호준,472.0,399.0,87.0,46.0,119.0,20.0,0.0,21.0,3.0,2.0,2.0,4.0,65.0,6.0,2.0,78.0,11.0,0.0,67.0,26.000000001,117.0,40.0,내,75000,NC,40,0.39574468085106385,0.506265664160401,0.9020103450114648
권용관,49.0,44.0,3.0,7.0,11.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,12.0,2.0,1.0,13.0,2.0,11.0,2.0,내,8000,HH,40,0.3125,0.3409090909090909,0.6534090909090908
이승엽,623.0,542.0,118.0,91.0,164.0,32.0,2.0,27.0,5.0,2.0,0.0,8.0,65.0,1.0,8.0,89.0,7.0,0.0,109.0,38.583333332,176.0,58.0,내,100000,SS,40,0.38041733547351525,0.518450184501845,0.8988675199753602
이병규,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,외,80000,LG,42,1.0,1.0,2.0
조인성,146.0,137.0,7.0,10.0,23.0,2.0,0.0,3.0,0.0,0.0,6.0,0.0,2.0,0.0,1.0,38.0,2.0,4.0,15.0,2.166666666,41.0,4.0,포,40000,HH,41,0.18571428571428572,0.24817518248175183,0.4338894681960376
홍성흔,45.0,40.0,5.0,4.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,3.0,0.0,6.0,3.0,11.0,3.0,내,40000,OB,39,0.3333333333333333,0.3,0.6333333333333333
정성훈,418.0,370.0,64.0,58.0,119.0,22.0,1.0,6.0,8.0,4.0,5.0,5.0,33.0,1.0,5.0,59.0,9.0,4.0,85.0,26.999999999,112.0,36.0,내,50000,LG,36,0.3801452784503632,0.43513513513513513,0.8152804135854983
이진영,424.0,371.0,72.0,49.0,123.0,23.0,1.0,10.0,2.0,5.0,0.0,5.0,45.0,1.0,3.0,44.0,13.0,0.0,85.0,28.2,117.0,39.0,외,60000,KT,36,0.4033018867924528,0.4797843665768194,0.8830862533692723
