,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN
76849,547.0,484.0,36.0,62.0,142.0,17.0,3.0,2.0,14.0,4.0,7.0,4.0,48.0,2.0,4.0,66.0,12.0,2.0,126.0,19.0,108.0,29.0
76869,49.0,42.0,2.0,29.0,12.0,2.0,1.0,0.0,13.0,6.0,3.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,26.0,1.0,4.0,1.0
77243,93.0,79.0,6.0,3.0,10.0,3.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,0.0,3.0,18.0,3.0,2.0,15.0,0.0,17.0,0.0
77248,204.0,177.0,18.0,30.0,29.0,8.0,1.0,3.0,6.0,2.0,2.0,0.0,25.0,0.0,0.0,50.0,3.0,7.0,35.0,8.5,52.0,11.0
77463,182.0,167.0,29.0,11.0,42.0,11.0,0.0,5.0,0.0,0.0,0.0,2.0,11.0,1.0,2.0,45.0,5.0,1.0,31.0,8.666666667,51.0,13.0
77532,568.0,512.0,63.0,78.0,151.0,22.0,1.0,10.0,13.0,8.0,1.0,2.0,52.0,1.0,1.0,92.0,6.0,4.0,112.0,22.333333333,123.0,36.0
77564,401.0,361.0,50.0,44.0,94.0,16.0,0.0,8.0,2.0,1.0,5.0,1.0,30.0,0.0,4.0,75.0,12.0,6.0,56.0,18.416666667,88.0,29.0
77654,49.0,36.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,1.0,11.0,1.0,2.0,11.0,1.5,10.0,2.0
78122,28.0,22.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,8.0,1.0,0.0,9.0,0.5,7.0,1.0
78135,482.0,419.0,63.0,56.0,120.0,24.0,1.0,13.0,6.0,5.0,1.0,10.0,42.0,1.0,10.0,78.0,9.0,2.0,84.0,17.75,113.0,28.0
78148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78168,486.0,426.0,41.0,67.0,128.0,23.0,3.0,2.0,17.0,3.0,3.0,5.0,49.0,1.0,3.0,50.0,5.0,6.0,91.0,21.5,96.0,33.0
78217,210.0,179.0,17.0,35.0,39.0,5.0,3.0,0.0,8.0,3.0,4.0,1.0,24.0,1.0,2.0,38.0,1.0,5.0,45.0,10.0,48.0,12.0
78224,574.0,495.0,91.0,76.0,140.0,20.0,5.0,15.0,3.0,1.0,0.0,11.0,63.0,5.0,5.0,113.0,7.0,0.0,109.0,28.583333333,140.0,42.0
78288,451.0,373.0,31.0,47.0,108.0,18.0,0.0,3.0,3.0,10.0,4.0,4.0,56.0,0.0,14.0,61.0,9.0,6.0,94.0,14.166666666000001,89.0,20.0
78361,106.0,96.0,8.0,8.0,23.0,7.0,0.0,0.0,2.0,1.0,1.0,0.0,9.0,0.0,0.0,18.0,4.0,0.0,16.0,6.5,29.0,7.0
78366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78513,606.0,545.0,83.0,85.0,164.0,30.0,1.0,22.0,8.0,2.0,1.0,7.0,46.0,2.0,7.0,71.0,19.0,4.0,121.0,27.000000001000004,154.0,43.0
78517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78548,413.0,366.0,41.0,25.0,96.0,7.0,0.0,7.0,0.0,1.0,4.0,6.0,35.0,2.0,2.0,86.0,11.0,5.0,73.0,13.499999999,97.0,24.0
78566,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0
78603,447.0,394.0,40.0,55.0,115.0,22.0,0.0,3.0,5.0,4.0,5.0,4.0,43.0,0.0,1.0,26.0,7.0,10.0,89.0,18.666666665999998,91.0,27.0
78629,153.0,129.0,17.0,12.0,24.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,19.0,1.0,3.0,37.0,3.0,0.0,24.0,2.833333333,36.0,5.0
78643,51.0,47.0,6.0,3.0,11.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,14.0,0.0,2.0,8.0,1.8333333330000001,13.0,3.0
78756,453.0,392.0,36.0,37.0,88.0,16.0,0.0,3.0,7.0,2.0,10.0,3.0,38.0,0.0,10.0,72.0,8.0,12.0,90.0,18.166666666,99.0,26.0
78813,386.0,341.0,55.0,49.0,104.0,21.0,2.0,10.0,3.0,2.0,0.0,11.0,31.0,1.0,3.0,62.0,8.0,5.0,77.0,15.5,88.0,23.0
79109,547.0,473.0,53.0,63.0,119.0,23.0,5.0,9.0,27.0,5.0,7.0,3.0,57.0,1.0,7.0,113.0,7.0,12.0,112.0,19.666666666,125.0,32.0
79113,61.0,49.0,6.0,7.0,8.0,0.0,0.0,3.0,2.0,1.0,0.0,2.0,9.0,0.0,1.0,18.0,0.0,2.0,12.0,0.5,7.0,1.0
79140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79150,425.0,376.0,27.0,53.0,87.0,19.0,2.0,2.0,15.0,6.0,16.0,1.0,31.0,0.0,1.0,91.0,10.0,13.0,64.0,9.166666666,87.0,17.0
79192,514.0,470.0,72.0,59.0,148.0,18.0,1.0,12.0,2.0,2.0,0.0,8.0,24.0,1.0,12.0,67.0,9.0,2.0,112.0,24.649999998999995,133.0,44.0
79198,62.0,59.0,5.0,6.0,6.0,2.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,13.0,0.0,2.0,18.0,3.0,16.0,3.0
79215,537.0,458.0,64.0,83.0,146.0,27.0,5.0,10.0,12.0,3.0,1.0,11.0,60.0,0.0,7.0,57.0,23.0,3.0,115.0,23.666666664999997,116.0,33.0
79231,513.0,441.0,41.0,75.0,117.0,19.0,5.0,0.0,26.0,8.0,4.0,5.0,57.0,0.0,6.0,60.0,6.0,3.0,93.0,20.333333333000002,110.0,27.0
79234,23.0,20.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,1.0,0.0
79240,540.0,475.0,60.0,71.0,137.0,25.0,1.0,4.0,11.0,5.0,3.0,11.0,34.0,2.0,17.0,36.0,16.0,8.0,103.0,26.666666667,111.0,36.0
79290,41.0,35.0,2.0,2.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,13.0,3.0,2.0,8.0,1.0,9.0,1.0
79293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79300,32.0,30.0,3.0,3.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,1.0,2.0,6.0,3.0,6.0,3.0
79334,413.0,372.0,62.0,41.0,92.0,15.0,0.0,7.0,0.0,0.0,0.0,5.0,27.0,0.0,9.0,77.0,14.0,10.0,65.0,21.249999999,115.0,33.0
79358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79364,21.0,20.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,7.0,0.0
79365,361.0,317.0,55.0,50.0,94.0,15.0,1.0,10.0,1.0,0.0,7.0,1.0,34.0,0.0,2.0,56.0,10.0,1.0,71.0,21.333333333,89.0,30.0
79402,543.0,468.0,38.0,76.0,127.0,20.0,2.0,5.0,21.0,3.0,6.0,4.0,50.0,1.0,15.0,67.0,14.0,10.0,105.0,16.583333333,114.0,26.0
79456,331.0,308.0,39.0,40.0,87.0,5.0,1.0,1.0,5.0,1.0,6.0,1.0,15.0,1.0,1.0,28.0,14.0,3.0,54.0,20.333333333,91.0,28.0
79465,80.0,71.0,7.0,5.0,16.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,0.0,2.0,15.0,0.0,0.0,15.0,4.0,13.0,5.0
79530,49.0,44.0,5.0,1.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,15.0,3.0,4.0,7.0,1.0,12.0,1.0
79608,408.0,362.0,49.0,45.0,114.0,18.0,1.0,5.0,4.0,2.0,0.0,5.0,40.0,1.0,1.0,37.0,9.0,11.0,98.0,17.75,124.0,29.0
79705,117.0,104.0,18.0,7.0,24.0,4.0,0.0,3.0,2.0,1.0,1.0,1.0,11.0,0.0,0.0,24.0,1.0,2.0,23.0,8.0,33.0,10.0
79825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
