Name,PA,AB,RBI,RUN,HIT,H2,H3,HR,SB,CS,SH,SF,BB,IB,HP,KK,GD,ERR,LOB,P_HRA_RT,P_AB_CN,P_HIT_CN,Position,Money_17,Team,OBP,SLG,OPS
김종호,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,외,15000,NC,0.0,0.0,0.0
김동욱,223.0,209.0,24.0,28.0,60.0,9.0,0.0,4.0,1.0,0.0,0.0,5.0,6.0,0.0,3.0,44.0,7.0,4.0,44.0,12.666666667,62.0,17.0,내,3100,KT,0.3094170403587444,0.3875598086124402,0.6969768489711846
채태인,384.0,342.0,62.0,46.0,110.0,23.0,1.0,12.0,0.0,1.0,0.0,3.0,34.0,2.0,5.0,94.0,9.0,6.0,78.0,22.833333332,101.0,32.0,내,30000,WO,0.3880208333333333,0.5,0.8880208333333333
임익준,47.0,36.0,2.0,7.0,9.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,8.0,2.0,1.0,15.0,2.0,12.0,2.0,내,3500,HH,0.37209302325581395,0.2777777777777778,0.6498708010335917
최원제,18.0,18.0,3.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.333333333,7.0,1.0,내,3300,SS,0.2222222222222222,0.3888888888888889,0.6111111111111112
손아섭,667.0,576.0,80.0,113.0,193.0,35.0,4.0,20.0,25.0,8.0,1.0,3.0,83.0,8.0,4.0,96.0,7.0,2.0,148.0,22.583333331999995,131.0,38.0,외,65000,LT,0.42042042042042044,0.5138888888888888,0.9343093093093093
김민성,530.0,472.0,78.0,59.0,133.0,26.0,1.0,15.0,0.0,1.0,0.0,8.0,43.0,2.0,7.0,93.0,15.0,6.0,110.0,22.0,132.0,38.0,내,37000,WO,0.3452830188679245,0.4364406779661017,0.7817236968340262
김연훈,26.0,24.0,3.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0,5.0,0.0,내,4100,KT,0.16,0.25,0.41000000000000003
이호신,8.0,7.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,4.0,0.0,2.0,0.0,외,4000,HT,0.25,0.14285714285714285,0.39285714285714285
김주현,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,외,3400,LT,0.0,0.0,0.0
박윤,18.0,16.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,3.0,0.0,내,3600,WO,0.3888888888888889,0.375,0.7638888888888888
김태군,420.0,362.0,34.0,33.0,96.0,19.0,0.0,3.0,0.0,1.0,18.0,2.0,16.0,0.0,22.0,43.0,11.0,9.0,87.0,18.166666666,101.0,26.0,포,21000,NC,0.3333333333333333,0.3425414364640884,0.6758747697974217
이형종,434.0,377.0,44.0,57.0,100.0,18.0,0.0,9.0,11.0,6.0,4.0,2.0,40.0,0.0,11.0,73.0,7.0,2.0,83.0,16.333333333,83.0,21.0,외,6000,LG,0.3511627906976744,0.38461538461538464,0.735778175313059
서건창,615.0,539.0,76.0,87.0,179.0,28.0,3.0,6.0,15.0,6.0,2.0,6.0,67.0,1.0,1.0,68.0,11.0,12.0,136.0,32.5,126.0,46.0,내,40000,WO,0.4029363784665579,0.42857142857142855,0.8315078070379864
김용의,189.0,164.0,8.0,17.0,44.0,6.0,2.0,0.0,9.0,4.0,6.0,0.0,19.0,0.0,0.0,49.0,2.0,1.0,38.0,5.833333333,27.0,8.0,외,12000,LG,0.3442622950819672,0.32926829268292684,0.673530587764894
김재환,636.0,544.0,115.0,110.0,185.0,34.0,2.0,35.0,4.0,1.0,0.0,4.0,81.0,10.0,7.0,123.0,8.0,8.0,124.0,33.666666666,146.0,50.0,외,20000,OB,0.42924528301886794,0.6029411764705882,1.032186459489456
최재훈,309.0,269.0,16.0,22.0,69.0,10.0,0.0,1.0,0.0,2.0,6.0,0.0,26.0,0.0,8.0,36.0,10.0,1.0,57.0,10.333333333,62.0,13.0,포,5800,HH,0.33993399339933994,0.3048327137546468,0.6447667071539868
전민수,145.0,130.0,8.0,20.0,36.0,8.0,0.0,1.0,2.0,1.0,3.0,1.0,11.0,0.0,0.0,25.0,2.0,1.0,29.0,5.916666666,33.0,9.0,외,5000,KT,0.33098591549295775,0.36153846153846153,0.6925243770314193
우동균,13.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,외,5500,SS,0.07692307692307693,0.0,0.07692307692307693
이영욱,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,외,6500,SS,0.0,0.0,0.0
전준우,496.0,455.0,69.0,76.0,146.0,27.0,1.0,18.0,2.0,4.0,2.0,2.0,30.0,2.0,7.0,70.0,11.0,0.0,89.0,27.333333332,120.0,39.0,외,20500,LT,0.37044534412955465,0.5032967032967033,0.8737420474262579
하준호,226.0,196.0,18.0,31.0,44.0,11.0,1.0,3.0,9.0,5.0,4.0,1.0,21.0,0.0,4.0,57.0,3.0,8.0,49.0,7.583333333,45.0,11.0,외,5200,KT,0.3108108108108108,0.336734693877551,0.6475455046883618
김대우,22.0,20.0,4.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,3.0,1.5,5.0,2.0,내,3000,LT,0.23809523809523808,0.3,0.5380952380952381
장성우,348.0,294.0,46.0,28.0,68.0,11.0,1.0,8.0,0.0,4.0,4.0,5.0,43.0,1.0,2.0,59.0,13.0,7.0,57.0,14.5,76.0,18.0,포,5000,KT,0.32848837209302323,0.35714285714285715,0.6856312292358804
황진수,133.0,117.0,16.0,18.0,34.0,6.0,2.0,1.0,4.0,0.0,2.0,1.0,10.0,0.0,3.0,38.0,2.0,4.0,41.0,7.0,33.0,9.0,내,2800,LT,0.35877862595419846,0.4017094017094017,0.7604880276636001
김선빈,529.0,476.0,64.0,84.0,176.0,34.0,1.0,5.0,4.0,4.0,5.0,4.0,39.0,4.0,5.0,40.0,10.0,14.0,113.0,32.9,123.0,47.0,내,8000,HT,0.4198473282442748,0.47689075630252103,0.8967380845467958
나지완,551.0,459.0,94.0,85.0,138.0,20.0,3.0,27.0,1.0,1.0,0.0,7.0,62.0,0.0,23.0,105.0,10.0,1.0,82.0,26.0,136.0,40.0,외,60000,HT,0.4047186932849365,0.5337690631808278,0.9384877564657643
백용환,20.0,17.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,2.0,1.0,5.0,1.0,포,5500,HT,0.3,0.17647058823529413,0.4764705882352941
정현석,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,5.0,0.0,외,7500,HH,0.0,0.0,0.0
김사연,52.0,51.0,3.0,5.0,11.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,13.0,3.5,11.0,4.0,외,4000,KT,0.21568627450980393,0.2549019607843137,0.47058823529411764
오선진,209.0,184.0,21.0,23.0,57.0,11.0,0.0,2.0,3.0,5.0,4.0,2.0,15.0,0.0,4.0,22.0,5.0,4.0,45.0,10.0,35.0,14.0,내,7600,HH,0.37073170731707317,0.40217391304347827,0.7729056203605514
모창민,527.0,474.0,90.0,64.0,148.0,25.0,3.0,17.0,9.0,6.0,3.0,9.0,39.0,2.0,2.0,81.0,6.0,6.0,100.0,29.666666668,145.0,49.0,내,11700,NC,0.3606870229007634,0.48523206751054854,0.8459190904113119
윤요섭,43.0,39.0,6.0,6.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,1.0,1.0,8.0,2.0,11.0,3.0,포,5600,KT,0.3023255813953488,0.41025641025641024,0.7125819916517591
오지환,390.0,334.0,39.0,47.0,91.0,13.0,4.0,8.0,10.0,5.0,1.0,5.0,45.0,2.0,5.0,105.0,8.0,11.0,83.0,15.666666666,86.0,22.0,내,35000,LG,0.36246786632390743,0.40718562874251496,0.7696534950664224
문선재,107.0,92.0,14.0,17.0,24.0,6.0,1.0,2.0,0.0,3.0,2.0,2.0,10.0,0.0,1.0,24.0,0.0,3.0,17.0,4.0,21.0,6.0,외,8000,LG,0.3333333333333333,0.41304347826086957,0.7463768115942029
강지광,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,외,3000,WO,0.0,0.0,0.0
정주현,9.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,5.0,0.0,1.0,0.0,내,6000,LG,0.0,0.0,0.0
채은성,372.0,333.0,35.0,28.0,89.0,12.0,3.0,2.0,5.0,6.0,10.0,1.0,17.0,1.0,11.0,66.0,8.0,3.0,77.0,19.166666666,96.0,29.0,외,16000,LG,0.32320441988950277,0.33933933933933935,0.6625437592288421
윤진호,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,1.0,내,4000,LG,0.3333333333333333,0.3333333333333333,0.6666666666666666
박건우,543.0,483.0,78.0,91.0,177.0,40.0,2.0,20.0,20.0,3.0,5.0,4.0,41.0,2.0,10.0,64.0,15.0,4.0,127.0,28.333333333,116.0,41.0,외,19500,OB,0.42379182156133827,0.5817805383022774,1.0055723598636157
허경민,422.0,369.0,40.0,50.0,95.0,22.0,1.0,3.0,8.0,4.0,12.0,2.0,29.0,0.0,10.0,48.0,15.0,5.0,87.0,14.166666667,88.0,21.0,내,30000,OB,0.32682926829268294,0.34688346883468835,0.6737127371273712
국해성,96.0,86.0,17.0,15.0,18.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,5.0,0.0,4.0,23.0,2.0,0.0,13.0,6.416666667,26.0,10.0,외,5000,OB,0.28125,0.3488372093023256,0.6300872093023255
김지수,40.0,35.0,5.0,7.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,0.0,8.0,1.0,12.0,1.0,내,6200,WO,0.20512820512820512,0.2571428571428571,0.46227106227106224
장영석,212.0,186.0,38.0,30.0,50.0,14.0,0.0,12.0,0.0,0.0,0.0,0.0,17.0,0.0,9.0,50.0,4.0,9.0,35.0,13.983333333,59.0,17.0,내,3600,WO,0.3584905660377358,0.5376344086021505,0.8961249746398863
박헌도,130.0,113.0,13.0,19.0,29.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,14.0,0.0,3.0,27.0,3.0,2.0,13.0,6.0,25.0,6.0,외,5600,LT,0.35384615384615387,0.39823008849557523,0.7520762423417291
김종민,24.0,22.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,4.0,1.0,5.0,1.0,포,5500,NC,0.20833333333333334,0.13636363636363635,0.3446969696969697
박동원,284.0,256.0,39.0,33.0,69.0,9.0,0.0,11.0,2.0,1.0,6.0,2.0,17.0,0.0,3.0,56.0,9.0,8.0,42.0,15.833333333,72.0,21.0,포,20000,WO,0.32014388489208634,0.43359375,0.7537376348920863
김상수,154.0,144.0,13.0,17.0,38.0,7.0,0.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,1.0,26.0,4.0,7.0,27.0,5.5,26.0,6.0,내,31000,SS,0.2913907284768212,0.375,0.6663907284768211
오정복,213.0,195.0,16.0,24.0,69.0,13.0,0.0,2.0,0.0,1.0,3.0,1.0,9.0,0.0,5.0,24.0,5.0,1.0,34.0,10.0,45.0,14.0,외,7000,KT,0.3952380952380952,0.4512820512820513,0.8465201465201465
이지영,336.0,302.0,26.0,31.0,72.0,10.0,2.0,0.0,4.0,3.0,6.0,3.0,20.0,1.0,5.0,40.0,16.0,6.0,59.0,11.333333333,82.0,17.0,포,26000,SS,0.29393939393939394,0.2847682119205298,0.5787076058599238
배영섭,244.0,218.0,26.0,39.0,66.0,11.0,1.0,6.0,1.0,0.0,3.0,1.0,19.0,1.0,3.0,44.0,5.0,3.0,45.0,9.666666666,60.0,17.0,외,15000,SS,0.3651452282157676,0.44495412844036697,0.8100993566561345
안치홍,545.0,487.0,93.0,95.0,154.0,29.0,2.0,21.0,7.0,0.0,6.0,5.0,43.0,1.0,4.0,70.0,19.0,13.0,107.0,26.916666667,138.0,44.0,내,22000,HT,0.37291280148423006,0.5133470225872689,0.886259824071499
김회성,103.0,85.0,13.0,10.0,20.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,13.0,0.0,2.0,24.0,3.0,1.0,19.0,4.5,23.0,5.0,내,5500,HH,0.3431372549019608,0.38823529411764707,0.7313725490196079
이호준,187.0,164.0,36.0,13.0,49.0,10.0,0.0,7.0,1.0,0.0,1.0,3.0,18.0,2.0,1.0,41.0,2.0,0.0,35.0,13.0,55.0,18.0,내,75000,NC,0.3655913978494624,0.4878048780487805,0.8533962758982429
이승엽,533.0,472.0,87.0,65.0,132.0,30.0,5.0,24.0,1.0,1.0,0.0,8.0,47.0,6.0,6.0,85.0,7.0,2.0,91.0,21.999999998,127.0,31.0,내,100000,SS,0.34709193245778613,0.5169491525423728,0.864041085000159
조인성,29.0,29.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,2.0,1.0,0.0,4.0,0.0,포,40000,HH,0.13793103448275862,0.13793103448275862,0.27586206896551724
정성훈,321.0,276.0,30.0,32.0,86.0,14.0,0.0,6.0,4.0,3.0,1.0,2.0,36.0,2.0,6.0,49.0,4.0,5.0,70.0,12.583333333,81.0,18.0,내,30000,LG,0.4,0.427536231884058,0.827536231884058
이진영,285.0,263.0,31.0,28.0,76.0,26.0,1.0,2.0,0.0,0.0,4.0,0.0,17.0,1.0,1.0,34.0,3.0,0.0,54.0,13.333333333,66.0,18.0,외,40000,KT,0.33451957295373663,0.41825095057034223,0.7527705235240789
